city,date,actual_mean_temp,record_min_temp,record_max_temp
"Pheonix, Arizona",7/26/2014,96,65,116
"Pheonix, Arizona",7/27/2014,94,65,118
"Pheonix, Arizona",7/28/2014,96,66,121
"Pheonix, Arizona",7/29/2014,101,68,115
"Pheonix, Arizona",7/30/2014,102,66,115
"Pheonix, Arizona",7/31/2014,98,70,115
"Pheonix, Arizona",8/1/2014,90,68,116
"Pheonix, Arizona",8/2/2014,90,70,113
"Pheonix, Arizona",8/3/2014,92,66,114
"Pheonix, Arizona",8/4/2014,92,68,116
"Pheonix, Arizona",8/5/2014,94,69,114
"Pheonix, Arizona",8/6/2014,96,68,114
"Pheonix, Arizona",8/7/2014,94,66,112
"Pheonix, Arizona",8/8/2014,95,67,116
"Pheonix, Arizona",8/9/2014,94,70,114
"Pheonix, Arizona",8/10/2014,94,68,116
"Pheonix, Arizona",8/11/2014,98,65,113
"Pheonix, Arizona",8/12/2014,88,64,115
"Pheonix, Arizona",8/13/2014,84,69,115
"Pheonix, Arizona",8/14/2014,93,69,113
"Pheonix, Arizona",8/15/2014,94,66,112
"Pheonix, Arizona",8/16/2014,97,64,113
"Pheonix, Arizona",8/17/2014,99,64,114
"Pheonix, Arizona",8/18/2014,91,62,112
"Pheonix, Arizona",8/19/2014,83,63,113
"Pheonix, Arizona",8/20/2014,87,58,112
"Pheonix, Arizona",8/21/2014,81,62,110
"Pheonix, Arizona",8/22/2014,83,65,113
"Pheonix, Arizona",8/23/2014,87,61,114
"Pheonix, Arizona",8/24/2014,91,61,115
"Pheonix, Arizona",8/25/2014,92,65,113
"Pheonix, Arizona",8/26/2014,90,65,117
"Pheonix, Arizona",8/27/2014,93,64,113
"Pheonix, Arizona",8/28/2014,95,64,113
"Pheonix, Arizona",8/29/2014,96,64,113
"Pheonix, Arizona",8/30/2014,97,64,113
"Pheonix, Arizona",8/31/2014,96,62,113
"Pheonix, Arizona",9/1/2014,95,63,116
"Pheonix, Arizona",9/2/2014,96,64,112
"Pheonix, Arizona",9/3/2014,96,64,112
"Pheonix, Arizona",9/4/2014,95,60,112
"Pheonix, Arizona",9/5/2014,91,61,113
"Pheonix, Arizona",9/6/2014,96,63,111
"Pheonix, Arizona",9/7/2014,94,61,111
"Pheonix, Arizona",9/8/2014,81,62,110
"Pheonix, Arizona",9/9/2014,86,61,110
"Pheonix, Arizona",9/10/2014,88,59,111
"Pheonix, Arizona",9/11/2014,90,58,112
"Pheonix, Arizona",9/12/2014,91,58,110
"Pheonix, Arizona",9/13/2014,92,55,109
"Pheonix, Arizona",9/14/2014,92,58,112
"Pheonix, Arizona",9/15/2014,96,53,110
"Pheonix, Arizona",9/16/2014,86,56,109
"Pheonix, Arizona",9/17/2014,84,56,109
"Pheonix, Arizona",9/18/2014,86,58,109
"Pheonix, Arizona",9/19/2014,90,54,111
"Pheonix, Arizona",9/20/2014,90,47,107
"Pheonix, Arizona",9/21/2014,90,47,107
"Pheonix, Arizona",9/22/2014,91,47,109
"Pheonix, Arizona",9/23/2014,90,54,108
"Pheonix, Arizona",9/24/2014,91,55,108
"Pheonix, Arizona",9/25/2014,92,49,108
"Pheonix, Arizona",9/26/2014,92,50,108
"Pheonix, Arizona",9/27/2014,82,51,107
"Pheonix, Arizona",9/28/2014,79,50,108
"Pheonix, Arizona",9/29/2014,78,52,107
"Pheonix, Arizona",9/30/2014,78,49,107
"Pheonix, Arizona",10/1/2014,79,49,107
"Pheonix, Arizona",10/2/2014,81,49,107
"Pheonix, Arizona",10/3/2014,83,49,105
"Pheonix, Arizona",10/4/2014,84,46,103
"Pheonix, Arizona",10/5/2014,83,46,104
"Pheonix, Arizona",10/6/2014,82,46,105
"Pheonix, Arizona",10/7/2014,81,44,104
"Pheonix, Arizona",10/8/2014,76,47,104
"Pheonix, Arizona",10/9/2014,77,48,103
"Pheonix, Arizona",10/10/2014,79,44,105
"Pheonix, Arizona",10/11/2014,81,45,102
"Pheonix, Arizona",10/12/2014,82,44,103
"Pheonix, Arizona",10/13/2014,78,48,101
"Pheonix, Arizona",10/14/2014,80,43,100
"Pheonix, Arizona",10/15/2014,80,41,103
"Pheonix, Arizona",10/16/2014,80,40,101
"Pheonix, Arizona",10/17/2014,80,42,102
"Pheonix, Arizona",10/18/2014,79,43,103
"Pheonix, Arizona",10/19/2014,82,40,101
"Pheonix, Arizona",10/20/2014,78,40,103
"Pheonix, Arizona",10/21/2014,80,39,103
"Pheonix, Arizona",10/22/2014,80,37,102
"Pheonix, Arizona",10/23/2014,81,37,100
"Pheonix, Arizona",10/24/2014,82,41,96
"Pheonix, Arizona",10/25/2014,83,40,96
"Pheonix, Arizona",10/26/2014,80,42,98
"Pheonix, Arizona",10/27/2014,80,39,98
"Pheonix, Arizona",10/28/2014,77,41,97
"Pheonix, Arizona",10/29/2014,78,40,95
"Pheonix, Arizona",10/30/2014,79,34,94
"Pheonix, Arizona",10/31/2014,81,36,96
"Pheonix, Arizona",11/1/2014,76,37,96
"Pheonix, Arizona",11/2/2014,67,34,96
"Pheonix, Arizona",11/3/2014,64,36,96
"Pheonix, Arizona",11/4/2014,67,32,95
"Pheonix, Arizona",11/5/2014,73,32,93
"Pheonix, Arizona",11/6/2014,73,34,94
"Pheonix, Arizona",11/7/2014,72,34,92
"Pheonix, Arizona",11/8/2014,74,32,91
"Pheonix, Arizona",11/9/2014,74,31,88
"Pheonix, Arizona",11/10/2014,72,33,91
"Pheonix, Arizona",11/11/2014,71,35,91
"Pheonix, Arizona",11/12/2014,70,33,93
"Pheonix, Arizona",11/13/2014,71,31,91
"Pheonix, Arizona",11/14/2014,67,28,91
"Pheonix, Arizona",11/15/2014,67,33,90
"Pheonix, Arizona",11/16/2014,62,32,89
"Pheonix, Arizona",11/17/2014,59,32,87
"Pheonix, Arizona",11/18/2014,61,31,88
"Pheonix, Arizona",11/19/2014,62,30,88
"Pheonix, Arizona",11/20/2014,61,31,89
"Pheonix, Arizona",11/21/2014,63,30,88
"Pheonix, Arizona",11/22/2014,59,30,89
"Pheonix, Arizona",11/23/2014,61,27,87
"Pheonix, Arizona",11/24/2014,57,28,88
"Pheonix, Arizona",11/25/2014,58,32,88
"Pheonix, Arizona",11/26/2014,59,32,88
"Pheonix, Arizona",11/27/2014,67,31,87
"Pheonix, Arizona",11/28/2014,68,32,86
"Pheonix, Arizona",11/29/2014,66,29,85
"Pheonix, Arizona",11/30/2014,67,30,84
"Pheonix, Arizona",12/1/2014,62,31,83
"Pheonix, Arizona",12/2/2014,62,30,81
"Pheonix, Arizona",12/3/2014,68,30,81
"Pheonix, Arizona",12/4/2014,64,28,83
"Pheonix, Arizona",12/5/2014,65,25,82
"Pheonix, Arizona",12/6/2014,64,27,83
"Pheonix, Arizona",12/7/2014,64,27,83
"Pheonix, Arizona",12/8/2014,66,24,84
"Pheonix, Arizona",12/9/2014,66,24,84
"Pheonix, Arizona",12/10/2014,66,29,87
"Pheonix, Arizona",12/11/2014,66,26,81
"Pheonix, Arizona",12/12/2014,68,28,79
"Pheonix, Arizona",12/13/2014,59,26,82
"Pheonix, Arizona",12/14/2014,55,24,78
"Pheonix, Arizona",12/15/2014,55,26,79
"Pheonix, Arizona",12/16/2014,57,28,86
"Pheonix, Arizona",12/17/2014,56,28,82
"Pheonix, Arizona",12/18/2014,56,29,79
"Pheonix, Arizona",12/19/2014,55,25,79
"Pheonix, Arizona",12/20/2014,56,24,78
"Pheonix, Arizona",12/21/2014,56,27,77
"Pheonix, Arizona",12/22/2014,57,23,79
"Pheonix, Arizona",12/23/2014,58,26,79
"Pheonix, Arizona",12/24/2014,55,25,81
"Pheonix, Arizona",12/25/2014,55,27,78
"Pheonix, Arizona",12/26/2014,48,22,78
"Pheonix, Arizona",12/27/2014,48,24,82
"Pheonix, Arizona",12/28/2014,48,24,78
"Pheonix, Arizona",12/29/2014,49,26,85
"Pheonix, Arizona",12/30/2014,50,23,81
"Pheonix, Arizona",12/31/2014,43,22,79
"Pheonix, Arizona",1/1/2015,41,24,81
"Pheonix, Arizona",1/2/2015,43,23,81
"Pheonix, Arizona",1/3/2015,44,25,79
"Pheonix, Arizona",1/4/2015,50,23,83
"Pheonix, Arizona",1/5/2015,57,23,80
"Pheonix, Arizona",1/6/2015,62,17,81
"Pheonix, Arizona",1/7/2015,64,16,81
"Pheonix, Arizona",1/8/2015,63,19,81
"Pheonix, Arizona",1/9/2015,63,24,84
"Pheonix, Arizona",1/10/2015,60,25,84
"Pheonix, Arizona",1/11/2015,63,20,83
"Pheonix, Arizona",1/12/2015,62,22,80
"Pheonix, Arizona",1/13/2015,57,20,79
"Pheonix, Arizona",1/14/2015,57,22,81
"Pheonix, Arizona",1/15/2015,60,23,81
"Pheonix, Arizona",1/16/2015,62,22,83
"Pheonix, Arizona",1/17/2015,60,26,83
"Pheonix, Arizona",1/18/2015,62,27,80
"Pheonix, Arizona",1/19/2015,63,27,88
"Pheonix, Arizona",1/20/2015,62,22,84
"Pheonix, Arizona",1/21/2015,64,24,81
"Pheonix, Arizona",1/22/2015,57,21,81
"Pheonix, Arizona",1/23/2015,54,24,81
"Pheonix, Arizona",1/24/2015,64,24,80
"Pheonix, Arizona",1/25/2015,63,23,83
"Pheonix, Arizona",1/26/2015,62,26,81
"Pheonix, Arizona",1/27/2015,64,26,82
"Pheonix, Arizona",1/28/2015,64,30,83
"Pheonix, Arizona",1/29/2015,65,27,83
"Pheonix, Arizona",1/30/2015,58,28,82
"Pheonix, Arizona",1/31/2015,57,27,86
"Pheonix, Arizona",2/1/2015,60,28,83
"Pheonix, Arizona",2/2/2015,61,29,82
"Pheonix, Arizona",2/3/2015,63,28,86
"Pheonix, Arizona",2/4/2015,65,27,85
"Pheonix, Arizona",2/5/2015,67,28,87
"Pheonix, Arizona",2/6/2015,69,28,87
"Pheonix, Arizona",2/7/2015,67,24,89
"Pheonix, Arizona",2/8/2015,69,24,86
"Pheonix, Arizona",2/9/2015,69,28,84
"Pheonix, Arizona",2/10/2015,70,28,87
"Pheonix, Arizona",2/11/2015,68,26,83
"Pheonix, Arizona",2/12/2015,68,28,84
"Pheonix, Arizona",2/13/2015,68,27,88
"Pheonix, Arizona",2/14/2015,69,28,85
"Pheonix, Arizona",2/15/2015,71,26,86
"Pheonix, Arizona",2/16/2015,67,28,84
"Pheonix, Arizona",2/17/2015,66,26,88
"Pheonix, Arizona",2/18/2015,65,29,86
"Pheonix, Arizona",2/19/2015,66,29,88
"Pheonix, Arizona",2/20/2015,67,27,87
"Pheonix, Arizona",2/21/2015,67,29,86
"Pheonix, Arizona",2/22/2015,64,26,87
"Pheonix, Arizona",2/23/2015,65,29,89
"Pheonix, Arizona",2/24/2015,59,29,91
"Pheonix, Arizona",2/25/2015,60,29,92
"Pheonix, Arizona",2/26/2015,64,33,91
"Pheonix, Arizona",2/27/2015,64,28,92
"Pheonix, Arizona",2/28/2015,65,30,89
"Pheonix, Arizona",3/1/2015,69,31,89
"Pheonix, Arizona",3/2/2015,59,30,90
"Pheonix, Arizona",3/3/2015,56,28,91
"Pheonix, Arizona",3/4/2015,59,25,88
"Pheonix, Arizona",3/5/2015,61,31,93
"Pheonix, Arizona",3/6/2015,67,34,92
"Pheonix, Arizona",3/7/2015,69,34,91
"Pheonix, Arizona",3/8/2015,69,32,92
"Pheonix, Arizona",3/9/2015,70,29,94
"Pheonix, Arizona",3/10/2015,73,34,95
"Pheonix, Arizona",3/11/2015,73,33,94
"Pheonix, Arizona",3/12/2015,77,34,94
"Pheonix, Arizona",3/13/2015,74,32,92
"Pheonix, Arizona",3/14/2015,76,33,95
"Pheonix, Arizona",3/15/2015,76,31,92
"Pheonix, Arizona",3/16/2015,78,34,99
"Pheonix, Arizona",3/17/2015,78,31,99
"Pheonix, Arizona",3/18/2015,72,36,94
"Pheonix, Arizona",3/19/2015,65,34,92
"Pheonix, Arizona",3/20/2015,71,35,95
"Pheonix, Arizona",3/21/2015,73,35,97
"Pheonix, Arizona",3/22/2015,75,32,94
"Pheonix, Arizona",3/23/2015,75,31,93
"Pheonix, Arizona",3/24/2015,73,36,94
"Pheonix, Arizona",3/25/2015,75,34,93
"Pheonix, Arizona",3/26/2015,77,35,100
"Pheonix, Arizona",3/27/2015,79,33,98
"Pheonix, Arizona",3/28/2015,80,34,95
"Pheonix, Arizona",3/29/2015,81,36,97
"Pheonix, Arizona",3/30/2015,83,38,97
"Pheonix, Arizona",3/31/2015,82,32,95
"Pheonix, Arizona",4/1/2015,79,37,100
"Pheonix, Arizona",4/2/2015,76,37,98
"Pheonix, Arizona",4/3/2015,73,38,97
"Pheonix, Arizona",4/4/2015,76,39,98
"Pheonix, Arizona",4/5/2015,75,37,98
"Pheonix, Arizona",4/6/2015,74,38,102
"Pheonix, Arizona",4/7/2015,71,38,104
"Pheonix, Arizona",4/8/2015,70,39,104
"Pheonix, Arizona",4/9/2015,69,40,102
"Pheonix, Arizona",4/10/2015,72,35,100
"Pheonix, Arizona",4/11/2015,73,39,98
"Pheonix, Arizona",4/12/2015,76,40,99
"Pheonix, Arizona",4/13/2015,77,39,99
"Pheonix, Arizona",4/14/2015,81,40,103
"Pheonix, Arizona",4/15/2015,75,40,101
"Pheonix, Arizona",4/16/2015,66,40,101
"Pheonix, Arizona",4/17/2015,69,38,100
"Pheonix, Arizona",4/18/2015,75,38,100
"Pheonix, Arizona",4/19/2015,77,37,103
"Pheonix, Arizona",4/20/2015,79,38,105
"Pheonix, Arizona",4/21/2015,78,42,103
"Pheonix, Arizona",4/22/2015,77,39,105
"Pheonix, Arizona",4/23/2015,73,40,103
"Pheonix, Arizona",4/24/2015,70,41,99
"Pheonix, Arizona",4/25/2015,69,41,102
"Pheonix, Arizona",4/26/2015,65,42,101
"Pheonix, Arizona",4/27/2015,72,45,104
"Pheonix, Arizona",4/28/2015,81,45,104
"Pheonix, Arizona",4/29/2015,84,43,105
"Pheonix, Arizona",4/30/2015,85,39,102
"Pheonix, Arizona",5/1/2015,86,42,103
"Pheonix, Arizona",5/2/2015,85,40,107
"Pheonix, Arizona",5/3/2015,86,39,109
"Pheonix, Arizona",5/4/2015,75,45,106
"Pheonix, Arizona",5/5/2015,77,45,105
"Pheonix, Arizona",5/6/2015,80,44,105
"Pheonix, Arizona",5/7/2015,76,45,108
"Pheonix, Arizona",5/8/2015,68,40,110
"Pheonix, Arizona",5/9/2015,67,45,108
"Pheonix, Arizona",5/10/2015,75,46,111
"Pheonix, Arizona",5/11/2015,82,43,110
"Pheonix, Arizona",5/12/2015,81,48,109
"Pheonix, Arizona",5/13/2015,80,48,108
"Pheonix, Arizona",5/14/2015,79,50,107
"Pheonix, Arizona",5/15/2015,67,50,107
"Pheonix, Arizona",5/16/2015,66,49,106
"Pheonix, Arizona",5/17/2015,75,49,108
"Pheonix, Arizona",5/18/2015,78,44,107
"Pheonix, Arizona",5/19/2015,76,48,110
"Pheonix, Arizona",5/20/2015,80,49,108
"Pheonix, Arizona",5/21/2015,82,48,109
"Pheonix, Arizona",5/22/2015,74,48,109
"Pheonix, Arizona",5/23/2015,74,49,109
"Pheonix, Arizona",5/24/2015,76,52,109
"Pheonix, Arizona",5/25/2015,80,48,108
"Pheonix, Arizona",5/26/2015,84,48,112
"Pheonix, Arizona",5/27/2015,85,48,111
"Pheonix, Arizona",5/28/2015,85,53,113
"Pheonix, Arizona",5/29/2015,88,50,112
"Pheonix, Arizona",5/30/2015,90,51,114
"Pheonix, Arizona",5/31/2015,93,54,109
"Pheonix, Arizona",6/1/2015,92,50,111
"Pheonix, Arizona",6/2/2015,90,53,110
"Pheonix, Arizona",6/3/2015,88,51,112
"Pheonix, Arizona",6/4/2015,85,49,113
"Pheonix, Arizona",6/5/2015,81,55,112
"Pheonix, Arizona",6/6/2015,85,58,110
"Pheonix, Arizona",6/7/2015,86,56,115
"Pheonix, Arizona",6/8/2015,92,55,115
"Pheonix, Arizona",6/9/2015,89,54,114
"Pheonix, Arizona",6/10/2015,88,55,111
"Pheonix, Arizona",6/11/2015,91,55,114
"Pheonix, Arizona",6/12/2015,91,59,112
"Pheonix, Arizona",6/13/2015,93,59,114
"Pheonix, Arizona",6/14/2015,95,56,115
"Pheonix, Arizona",6/15/2015,99,54,115
"Pheonix, Arizona",6/16/2015,99,54,115
"Pheonix, Arizona",6/17/2015,100,54,114
"Pheonix, Arizona",6/18/2015,101,54,115
"Pheonix, Arizona",6/19/2015,100,61,115
"Pheonix, Arizona",6/20/2015,96,61,115
"Pheonix, Arizona",6/21/2015,99,57,115
"Pheonix, Arizona",6/22/2015,97,56,116
"Pheonix, Arizona",6/23/2015,99,61,116
"Pheonix, Arizona",6/24/2015,100,62,118
"Pheonix, Arizona",6/25/2015,100,60,120
"Pheonix, Arizona",6/26/2015,98,62,122
"Pheonix, Arizona",6/27/2015,99,55,118
"Pheonix, Arizona",6/28/2015,99,59,118
"Pheonix, Arizona",6/29/2015,98,59,119
"Pheonix, Arizona",6/30/2015,96,64,115
